ID;Ano;DOI;Study;Localização;Experimental;Controle;Classe  de Solo WRB/USDA ;Classe de solo SiBSC;Profundidade (cm);Variavel;m_e;sd_e;n_e;m_c;sd_c;n_c;ln;Unidade;Objetivo Resumido;Observações importantes
160;2023;10.3390/agronomy13020394;Sun et al. (2023) – Soil Compaction and Maize Root Distribution under Subsoiling Tillage in a Wheat–Maize Double Cropping System;China (Jiaozhou, Shandong Province);Subsoiling tillage in wheat and on-row subsoiling in maize (ST  + STOR);Rotary tillage in wheat and no tillage in maize (RT  + NT);Tidal Soil;Não especificado;20–30;Erosion Rate (ER);1,4;0,05;3;1,47;0,06;3;#VALOR!;g cm⁻³;Investigar os efeitos integrados da subsolagem no trigo e milho sobre a densidade do solo, crescimento e distribuição radicular e produtividade.;ST + STOR reduziu significativamente a densidade do solo em 4,52% na profundidade de 20–30 cm em relação ao controle.
162;2020;10.18047/poljo.26.1.3;Stošić et al. (2020) – Soil resistance and bulk density under different tillage system;Croácia (Darda, Osijek-Baranya);Subsoiling tillage in wheat and on-row subsoiling in maize (ST  + STOR);Rotary tillage in wheat and no tillage in maize (RT  + NT);Gleysol;Hipogleico;20–30;Penetration Resistance (PR);2,1;0;3;1,7;0;3;#VALOR!;MPa;Avaliar o impacto do rahljenje na resistência à penetração do solo em profundidade em comparação ao preparo convencional.;LT apresentou maior resistência à penetração a 20–30 cm, indicando possível compactação residual ou resistência estrutural.
162;2020;10.18047/poljo.26.1.3;Stošić et al. (2020) – Soil resistance and bulk density under different tillage system;Croácia (Darda, Osijek-Baranya);Soil loosening (LT);Conventional tillage (CT);Gleysol;Hipogleico;0–10;Erosion Rate (ER);1,45;0;3;1,42;0;3;#VALOR!;g cm⁻³;Comparar o efeito do rahljenje (afrouxamento do solo) com o do preparo convencional sobre a densidade do solo na camada superficial.;Após três anos, o CT apresentou menor densidade na superfície, mas o LT manteve valores estáveis e favoráveis ao enraizamento.
165;2017;10.1590/1678-4499.290;Auler et al. (2017) – Surface and incorporated liming effects on clay dispersion, water availability, and aeration capacity of a Dystrudept soil;Brasil (Irati, PR);Soil loosening (LT);Conventional tillage (CT);Dystrudept;Cambissolo Háplico;0–10;Plant Available Water Capacity (PAWC);0,15;;4;0,09;;4;#VALOR!;m³ m⁻³;Avaliar os efeitos da calagem superficial sobre a disponibilidade de água em solo ácido.;Calagem superficial aumentou a PAWC de 0,09 para 0,15 m³ m⁻³ na camada de 0–10 cm.
165;2024;10.1016/j.scitotenv.2024.171158;Daniel et al. (2024) – Tillage and crop residue management strategies influence soil structure, greenhouse gas emissions and yields in a long-term maize–wheat cropping system;Índia (Ludhiana, Punjab);Calagem superficial (LS);Sem calagem (Controle);Luvisol;Alissolo;0–15;Water-Stable Aggregates (WSA);0,76;0,04;3;0,58;0,03;3;#VALOR!;mm;Examinar o efeito de práticas de manejo conservacionistas na estabilidade dos agregados do solo após longo prazo de adoção.;ZT+R aumentou significativamente a estabilidade dos agregados (MWD) em relação ao CT, indicando melhoria estrutural do solo.
166;2024;10.1016/j.scitotenv.2024.171158;Daniel et al. (2024) – Tillage and crop residue management strategies influence soil structure, greenhouse gas emissions and yields in a long-term maize–wheat cropping system;Índia (Ludhiana, Punjab);Zero tillage with residue retention (ZT+R);Conventional tillage (CT);Luvisol;Alissolo;0–15;Penetration Resistance (PR);0,84;0,07;3;1,17;0,09;3;#VALOR!;MPa;Investigar os efeitos combinados de preparo do solo e manejo da palha sobre atributos físicos, emissões de gases e produtividade.;ZT+R reduziu significativamente a resistência à penetração do solo e aumentou a estabilidade dos agregados em relação ao CT.
166;2024;10.1016/j.scitotenv.2024.171158;Daniel et al. (2024) – Tillage and crop residue management strategies influence soil structure, greenhouse gas emissions and yields in a long-term maize–wheat cropping system;Índia (Ludhiana, Punjab);Zero tillage with residue retention (ZT+R);Conventional tillage (CT);Luvisol;Alissolo;0–15;Erosion Rate (ER);1,34;0,05;3;1,49;0,03;3;#VALOR!;g cm⁻³;Avaliar o impacto da adoção de plantio direto com retenção de palha sobre a densidade do solo em comparação ao preparo convencional.;ZT+R reduziu significativamente a densidade do solo superficial em relação ao CT após 10 anos de manejo contínuo.
167;2021;10.1016/j.geoderma.2021.115149;Aziz et al. (2021) – Changes in soil organic matter, aggregate stability and carbon distribution after long-term tillage and residue management on a Vertisol;Paquistão (Multan, Punjab);Zero tillage with residue retention (ZT+R);Conventional tillage (CT);Vertisol;Vertissolo;0–15;Water-Stable Aggregates (WSA);1,92;0,08;3;1,26;0,07;3;#VALOR!;mm;Avaliar os efeitos do plantio direto com palha na estabilidade dos agregados do solo em comparação ao preparo convencional sem palha.;NT+R aumentou significativamente o MWD em relação ao CT–R, indicando maior proteção estrutural e acúmulo de carbono particulado.
167;2021;10.1016/j.geoderma.2021.115149;Aziz et al. (2021) – Changes in soil organic matter, aggregate stability and carbon distribution after long-term tillage and residue management on a Vertisol;Paquistão (Multan, Punjab);No-tillage with residue retention (NT+R);Conventional tillage with residue removal (CTâ€“R);Vertisol;Vertissolo;0–15;Erosion Rate (ER);1,29;0,03;3;1,41;0,02;3;#VALOR!;g cm⁻³;Comparar a densidade do solo entre manejo conservacionista e convencional em Vertissolo cultivado por longo período.;NT+R reduziu significativamente a densidade do solo na camada superficial, favorecendo melhor porosidade e estrutura.
167;2021;10.1016/j.geoderma.2021.115149;Aziz et al. (2021) – Changes in soil organic matter, aggregate stability and carbon distribution after long-term tillage and residue management on a Vertisol;Paquistão (Multan, Punjab);No-tillage with residue retention (NT+R);Conventional tillage with residue removal (CTâ€“R);Vertisol;Vertissolo;0–15;Penetration Resistance (PR);1,12;0,06;3;1,45;0,08;3;#VALOR!;MPa;Avaliar a resistência do solo à penetração sob diferentes sistemas de preparo e cobertura de resíduos.;NT+R resultou em menor resistência à penetração, associada à maior estabilidade de agregados e menor densidade aparente.
168;2022;10.1016/j.scitotenv.2022.157133;Niveditha et al. (2022) – Conservation agriculture practices improve soil aggregation, carbon fractions and productivity in a maize–wheat system under a semi-arid climate;Índia (Ludhiana, Punjab);No-tillage with residue retention (NT+R);Conventional tillage with residue removal (CTâ€“R);Luvisol;Alissolo;0–15;Water-Stable Aggregates (WSA);0,71;0,02;3;0,45;0,03;3;#VALOR!;mm;Avaliar o impacto de práticas de agricultura conservacionista sobre a estabilidade dos agregados do solo.;CA aumentou significativamente o MWD em comparação ao CT, refletindo maior proteção estrutural e acúmulo de carbono.
168;2022;10.1016/j.scitotenv.2022.157133;Niveditha et al. (2022) – Conservation agriculture practices improve soil aggregation, carbon fractions and productivity in a maize–wheat system under a semi-arid climate;Índia (Ludhiana, Punjab);Zero tillage  + residue retention (CA);Conventional tillage (CT);Luvisol;Alissolo;0–15;Erosion Rate (ER);1,31;0,02;3;1,46;0,03;3;#VALOR!;g cm⁻³;Comparar a densidade do solo em sistema conservacionista e preparo convencional.;A densidade do solo foi menor sob CA, associada ao aumento da agregação e menor compactação superficial.
168;2022;10.1016/j.scitotenv.2022.157133;Niveditha et al. (2022) – Conservation agriculture practices improve soil aggregation, carbon fractions and productivity in a maize–wheat system under a semi-arid climate;Índia (Ludhiana, Punjab);Zero tillage  + residue retention (CA);Conventional tillage (CT);Luvisol;Alissolo;0–15;Penetration Resistance (PR);0,96;0,05;3;1,39;0,06;3;#VALOR!;MPa;Investigar a resistência mecânica do solo à penetração sob práticas agrícolas sustentáveis.;A resistência foi significativamente menor sob CA, favorecendo o crescimento radicular e infiltração de água.
169;2022;10.1016/j.scitotenv.2022.157133;Sahrawat et al. (2022) – Effects of conservation agriculture-based tillage and residue management on soil aggregation, hydraulic properties and carbon fractions in a semi-arid maize-wheat system;Índia (New Delhi);Zero tillage  + residue retention (CA);Conventional tillage (CT);Luvisol;Alissolo;0–15;Water-Stable Aggregates (WSA);0,68;0,04;3;0,42;0,03;3;#VALOR!;mm;Avaliar como a agricultura conservacionista influencia a estabilidade dos agregados no solo.;CA-FR resultou em MWD 62% maior que CT-NR, indicando melhor estrutura do solo com retenção de resíduos.
169;2022;10.1016/j.scitotenv.2022.157133;Sahrawat et al. (2022) – Effects of conservation agriculture-based tillage and residue management on soil aggregation, hydraulic properties and carbon fractions in a semi-arid maize-wheat system;Índia (New Delhi);Zero tillage  + full residue retention (CA-FR);Conventional tillage without residue (CT-NR);Luvisol;Alissolo;0–15;Erosion Rate (ER);1,28;0,03;3;1,42;0,02;3;#VALOR!;g cm⁻³;Comparar a densidade do solo sob sistemas com e sem revolvimento e com manejo de resíduos.;A densidade foi significativamente menor sob CA-FR, indicando maior porosidade e estrutura física melhorada.
169;2022;10.1016/j.scitotenv.2022.157133;Sahrawat et al. (2022) – Effects of conservation agriculture-based tillage and residue management on soil aggregation, hydraulic properties and carbon fractions in a semi-arid maize-wheat system;Índia (New Delhi);Zero tillage  + full residue retention (CA-FR);Conventional tillage without residue (CT-NR);Luvisol;Alissolo;0–15;Penetration Resistance (PR);0,89;0,05;3;1,38;0,06;3;#VALOR!;MPa;Verificar os efeitos de práticas conservacionistas sobre a resistência mecânica do solo.;CA-FR reduziu em 35% a resistência à penetração comparado ao CT-NR, favorecendo o enraizamento e a infiltração.
170;2022;10.1016/j.eja.2022.126575;Chatterjee et al. (2022) – Long-term conservation tillage and crop residue retention improve soil aggregation and carbon sequestration in a semi-arid Inceptisol;Índia (New Delhi);Zero tillage  + full residue retention (CA-FR);Conventional tillage without residue (CT-NR);Inceptisol;Cambissolo;0–15;Water-Stable Aggregates (WSA);0,63;0,02;3;0,44;0,03;3;#VALOR!;mm;Investigar os efeitos de longo prazo de práticas de conservação do solo na estabilidade dos agregados.;ZT+R aumentou significativamente a MWD em relação ao CT–NR, indicando melhor agregação e acúmulo de carbono.
170;2022;10.1016/j.eja.2022.126575;Chatterjee et al. (2022) – Long-term conservation tillage and crop residue retention improve soil aggregation and carbon sequestration in a semi-arid Inceptisol;Índia (New Delhi);Zero tillage  + residue retention (ZT+R);Conventional tillage  + no residue (CTâ€“NR);Inceptisol;Cambissolo;0–15;Erosion Rate (ER);1,3;0,02;3;1,41;0,03;3;#VALOR!;g cm⁻³;Avaliar o impacto da conservação do solo na densidade do solo superficial.;ZT+R apresentou menor densidade aparente, associada ao maior teor de carbono orgânico e maior estabilidade estrutural.
170;2022;10.1016/j.eja.2022.126575;Chatterjee et al. (2022) – Long-term conservation tillage and crop residue retention improve soil aggregation and carbon sequestration in a semi-arid Inceptisol;Índia (New Delhi);Zero tillage  + residue retention (ZT+R);Conventional tillage  + no residue (CTâ€“NR);Inceptisol;Cambissolo;0–15;Penetration Resistance (PR);0,95;0,06;3;1,43;0,07;3;#VALOR!;MPa;Comparar a resistência à penetração do solo em função do manejo de resíduos e preparo do solo.;ZT+R reduziu em mais de 30% a resistência do solo, promovendo melhor condição para desenvolvimento radicular.
171;2018;10.1016/j.fcr.2018.07.008;Bhattacharyya et al. (2018) – Long-term tillage, residue and nitrogen management effects on soil physical properties, carbon and crop yields in a Typic Haplustept under a rice-wheat system;Índia (Karnal, Haryana);Zero tillage  + residue retention (ZT+R);Conventional tillage  + no residue (CTâ€“NR);Inceptisol;Cambissolo;0–15;Water-Stable Aggregates (WSA);0,59;0,03;4;0,4;0,04;4;#VALOR!;mm;Investigar os efeitos de longo prazo do manejo conservacionista sobre a estabilidade dos agregados em solos subtropicais.;ZT+R aumentou a estabilidade dos agregados em 48% em comparação ao CT, com reflexos sobre o sequestro de carbono.
171;2018;10.1016/j.fcr.2018.07.008;Bhattacharyya et al. (2018) – Long-term tillage, residue and nitrogen management effects on soil physical properties, carbon and crop yields in a Typic Haplustept under a rice-wheat system;Índia (Karnal, Haryana);Zero tillage  + residue retention (ZT+R);Conventional tillage (CT);Inceptisol;Cambissolo;0–15;Erosion Rate (ER);1,32;0,01;4;1,44;0,02;4;#VALOR!;g cm⁻³;Avaliar como diferentes práticas de manejo afetam a densidade do solo em sistemas arroz-trigo.;ZT+R apresentou densidade menor, associada à melhoria estrutural e maior conteúdo de matéria orgânica.
171;2018;10.1016/j.fcr.2018.07.008;Bhattacharyya et al. (2018) – Long-term tillage, residue and nitrogen management effects on soil physical properties, carbon and crop yields in a Typic Haplustept under a rice-wheat system;Índia (Karnal, Haryana);Zero tillage  + residue retention (ZT+R);Conventional tillage (CT);Inceptisol;Cambissolo;0–15;Penetration Resistance (PR);1,04;0,07;4;1,38;0,06;4;#VALOR!;MPa;Verificar a resistência à penetração sob diferentes manejos e sua relação com agregação e densidade.;ZT+R reduziu significativamente a resistência à penetração do solo, facilitando o crescimento radicular.
172;2019;10.1016/j.fcr.2019.107760;Bhattacharyya et al. (2019) – Effects of conservation agriculture on soil aggregation and carbon pools in the Indo-Gangetic Plains of north-western India;Índia (Ludhiana, Punjab);Zero tillage  + residue retention (ZT+R);Conventional tillage (CT);Inceptisol;Cambissolo;0–15;Water-Stable Aggregates (WSA);0,75;0,03;3;0,51;0,04;3;#VALOR!;mm;Investigar o impacto da agricultura conservacionista sobre a estabilidade dos agregados no solo.;CA promoveu aumento significativo da estabilidade dos agregados (MWD) em relação ao sistema convencional.
172;2019;10.1016/j.fcr.2019.107760;Bhattacharyya et al. (2019) – Effects of conservation agriculture on soil aggregation and carbon pools in the Indo-Gangetic Plains of north-western India;Índia (Ludhiana, Punjab);Conservation Agriculture (ZT  + residue retention);Conventional Tillage (CT);Inceptisol;Cambissolo;0–15;Erosion Rate (ER);1,31;0,02;3;1,45;0,02;3;#VALOR!;g cm⁻³;Avaliar os efeitos da agricultura conservacionista na densidade do solo e suas implicações na estrutura física.;Menor densidade aparente observada sob CA, contribuindo para melhor aeração e infiltração.
172;2019;10.1016/j.fcr.2019.107760;Bhattacharyya et al. (2019) – Effects of conservation agriculture on soil aggregation and carbon pools in the Indo-Gangetic Plains of north-western India;Índia (Ludhiana, Punjab);Conservation Agriculture (ZT  + residue retention);Conventional Tillage (CT);Inceptisol;Cambissolo;0–15;Penetration Resistance (PR);0,88;0,05;3;1,36;0,06;3;#VALOR!;MPa;Verificar o efeito do manejo conservacionista na resistência à penetração do solo.;CA reduziu significativamente a resistência à penetração, indicando menor compactação superficial.
